strategy_id	strategy_name	strategy_description	strategy_answerset_id
3800	"Op iets gehand zijn"	"vaardig en rap zijn om iets te verrichten"	Brugs
3801	"Met iemand geland zijn"	"aan hem verbonden zijn, met hem moeten leven"	Brugs
3802	"Gezeerd zijn met"	"zich bevinden bij iemand die ons bezwaarlijk valt zonder het eigenlijk te willen, bijna alleen door zijn tegenwoordigheid"	Brugs
3803	"Gezeerd zijn van"	"bezwaar hebben van iemand die ons kwelt"	Brugs
3804	"Kwaad krijgs zijn"	"moeilijk om te verkijgen zijn"	Brugs
3805	"Met iemand/iets kwalijk zijn"	"op zijn gemak"	Brugs
3806	"Van de mare bereên zijn"	"wordt gezegd van iemand die in de slaap bijna stikt alsof er een berg op zijn borst rust"	Brugs
3807	"Gemikt zijn"	"op het uiterste punt zijn, te wege zijn"	Brugs
3808	"Niet misdeeld zijn"	"talent hebben"	Brugs
3809	"Gemokkeld zijn"	"opgezet zijn"	Brugs
3810	"Naarnemende zijn"	"nauwnemend, zeer gevoelig zijn, lichtgeraakt zijn"	Brugs
3811	"Nagel en vel zijn"	"zeer naarstig en profijtig zijn om geld te winnen en door de wereld te geraken"	Brugs
3812	"Onvermeugen vet zijn"	"zo vet zijn dat men als verlamd en ontzenuwd is"	Brugs
3813	"Te kwiste zijn"	"te kwist gebracht zijn, te kwiste gegaan zijn"	Brugs
3814	"Drek, als hij ale wordt, wil gevoerd zijn"	"die van iet tot niet komt, kent zichzelf niet"	Brugs
3815	"Het iemand afdoen"	"hem overtreffen"	Brugs
3816	"(Hij) kan meer als eerdappels braân"	"iemand die in veel dingen bedreven is"	Brugs
3817	"Mijn herte laait af"	"zegt men bijvoorbeeld van het zuur in de maag enzovoort"	Brugs
3818	"Het giet bij/met akers"	"zegt men als het stortregent"	Brugs
3819	"Een appeltje tegen dat meerder nood komt"	"geld of iets anders dat men spaart en bewaart om zich later te kunnen behelpen als het nood doet"	Brugs
3820	"Die geen koeien heeft moet geen gers pachten"	"die het voordeel van iets mist, heeft er ook het nadeel niet af"	Brugs
3821	"(Zijne) aarms staan te verre op zijnen rug"	"zegt men van een luiaard"	Brugs
3822	"Misseljoen is goed bakgoed"	"het is nuttig om iets te hebben van de verschillende soorten"	Brugs
3823	"De wind is op de bakte gevallen"	"de onderneming is verhinderd geweest, de zaak is mislukt door een onvoorziene tegenspoed"	Brugs
3824	"Het leven is maar eene bakte etens"	"zegt men om er de kortheid van aan te duiden"	Brugs
3825	"Poten zullen wulgen bedijgen"	"uit kinderen groeien mensen, wat eerst klein en ziek was, wordt mettertijd groot en machtig"	Brugs
3826	"Veel verhuizen kost veel bedstrood"	"verhuizen gaat gepaard met veel onkosten, omdat er veel dingen vernieuwd moeten worden"	Brugs
3827	"Hij springt maar op een been meer"	"zijn krediet, zijn zaken staan wankel"	Brugs
3828	"Hij heeft op zijn rechter been geslagen"	"hij heeft het getroffen, het is hem gelukt"	Brugs
3829	"Masselkes zijn plasselkes"	"kleine wolkjes die in grote menigte hoog in de lucht zitten"	Brugs
3830	"Masselkens maken plasselkens"	"kleine wolkjes die in grote menigte hoog in de lucht zitten"	Brugs
3831	"Eene akkervrucht bevangt"	"als zij geel wordt en verdort, voordat zij haar volle wasdom/bloei heeft"	Brugs
3832	"De adem is bevangen"	"wanneer hij belemmerd is, waneer hij moeilijk en lastig is"	Brugs
3833	"(Hij) spuwt blamuizen"	"zegt men van een uitterend (zwak) mens die fluimt (slijmt)"	Brugs
3834	"Eene ton valt/ligt blend"	"wanneer zij op de frontiere gelegd zijn, met het merkteken tegen de muur, zodat men het niet kan zien"	Brugs
3835	"Men brandt hoorns (vóór de deur)"	"het bijtende vriest"	Brugs
3836	"Zij branden hoorns (op straat)"	"het bijtende vriest"	Brugs
3837	"Hij is de broeder niet"	"hij is onpasselijk, ziek, ongezond, ook: hij is niet de bekwame/juiste persoon om iets te verrichten"	Brugs
3838	"(Hij) ziet maar half (zijnen) buik vul"	"zegt men van iemand die maar half genoeg ziet, die bijziend is enzovoort"	Brugs
3839	"Alle conduiten ontsluiten met meie"	"het verhuizen van dienstboden en huisgezinnen"	Brugs
3840	"Het (zal) ook wel op (zijn) dak regenen"	"hij zal op zijn beurt ook iets onaangenaams moeten lijden"	Brugs
3841	"Het van [niet verre/geen hond(en)] gedeeld hebben"	"iemand die de slechte hoedanigheden erft van zijn ouders"	Brugs
3842	"Hij heeft eenen diggen ingezwolgen"	"iemand die het lichaam altijd recht en stijf houdt alsof hij niet kan buitgen"	Brugs
3843	"Het weegt van deugden"	"laken of andere zware kledingstof om aan te duiden dat het uitermate goed is"	Brugs
3844	"Het kunnen doen met iemand"	"met iemand overeenkomen die min of meer lastig is"	Brugs
3845	"Het doet al"	"het kan wel gebeuren, ik ben er nog niet zeker van, het hangt af van de omstandigheden"	Brugs
3846	"Het herte dokt"	"als het klopt van angst, vrees, enzovoort"	Brugs
3847	"Hij was om zijn doodzweet te zweeten"	"hij was in uiterste angst en verlegenheid"	Brugs
3848	"Er is geen draad/been aan gebroken"	"dat verhindert de zaak niet"	Brugs
3849	"Het draait over/aan mijn herte"	"zegt men als een spijs niet goed bevalt en men er min of meer van walgt"	Brugs
3850	"Drollige oogen is een dul herte"	"boosaardige ogen zijn een teken van een wrede inborst"	Brugs
3851	"Hij is zijnen drom kwijt"	"iemand die geen middelen meer heeft om zijn handel te hernemen en voort te zetten"	Brugs
3852	"Hij heeft geenen deesem meer"	"iemand die geen middelen meer heeft om zijn handel te hernemen en voort te zetten"	Brugs
3853	"Gij zult nog wel den duivel op een kussen binden, indien hij wilt gerust liggen"	"zegt men tegen een beslagmaker, zwetser, grootspreker"	Brugs
3854	"Ik ken hem van knie noch van elleboge"	"ik heb van hem nog dienst noch ondienst ontvangen, ik heb geen reden om voor of tegen hem te zijn"	Brugs
3855	"t en eet geen brood"	"er zijn geen onkosten aan verbonden"	Brugs
3856	"Het krullen/de krulle van den steert is 't fatsoen van den hond"	"de mensen achten het bijvallige meer dan het essentiële, men is gediend met de uitwendige schijn"	Brugs
3857	"Hij heeft het fijne niet vast"	"hij heeft niet veel verstand, hij is een dwaas mens"	Brugs
3858	"Zijne tong slaat flikke"	"kan de woorden niet recht zeggen"	Brugs
3859	"Ik moet gaan of zenden"	"als men haast heeft om te vertrekken"	Brugs
3860	"Ik zie de galge in uw ogen"	"zegt men scheldender wijze tegen een booswicht"	Brugs
3861	"Ik zie de galge in uwe oogen"	"zegt men scheldender wijze tegen een booswicht"	Brugs
3862	"Elk ging aan een gat"	"de één ging hier en de ander ging daar"	Brugs
3863	"Het gedinkt u"	"je zult het gewaarworden, je zult de prijs betalen, het zal je berouwen"	Brugs
3864	"Het geld heeft geenen steert"	"men kan het niet vasthouden, het glijdt door de vingers, men raakt het gemakkelijk kwijt"	Brugs
3865	"Hij is geloove van de hitte/honger enzovoort"	"hij is bijna dood van de hitte enzovoort"	Brugs
3866	"Zijn haar groeit door zijne muts"	"zegt men van een ongehavende schooier"	Brugs
3867	"Men scheert geene koe op een haar"	"men moet zo nauw niet zien, er mag wel iets aan ontbreken"	Brugs
3868	"Het draait al op zijn hand"	"alles wordt naar zijn wil gedaan, het geschiedt zoals hij het wil"	Brugs
3869	"Ik zal u hebben"	"wordt gezegd op een bedreigende manier"	Brugs
3870	"Zij vliegen meer of de heetekoekpan op Vastenavond"	"zegt men van lieden die haastig rondlopen om iets te verrichten"	Brugs
3871	"Het gaat maar in zijne hemdemouwen"	"het gaat maar gemeen, het gaat niet al te goed"	Brugs
3872	"De hennen leggen daar al met hunne steerten naar de markt"	"een hofstede enzovoort waar men uit gierigheid alle eieren die de hennen leggen, naar de markt draagt voor de verkoop zodat er nooit een op tafel komt"	Brugs
3873	"Het is daar al wel-hertje wel-lustje"	"al wat men wensen en begeren kan, overvloed van voldoening"	Brugs
3874	"Men zou er geenen hond doorjagen"	"slecht, vuil weer"	Brugs
3875	"Die hond is/moet de beenen knagen"	"hij die in een nederige staat is, moet het zich getroosten; hij die gering is, wordt overal verstoten"	Brugs
3876	"Hij hoort langs die oore niet"	"hij wil niet naar die woorden luisteren, hij is doof voor zo'n vraag"	Brugs
3877	"Het hoort hier lijze"	"zegt men van een plaats waar men de anderen gemakkelijk verstaat, zelfs als zij zacht spreken"	Brugs
3878	"Er is geen hurk in hem"	"hij wil niet luisteren"	Brugs
3879	"Het houdt ergens"	"sprekende van een kwaal die men in een deel van het lichaam voelt"	Brugs
3880	"Het zit"	"sprekende van een kwaal die men in een deel van het lichaam voelt"	Brugs
3881	"Het heeft zijnen zetel"	"sprekende van een kwaal die men in een deel van het lichaam voelt"	Brugs
3882	"t houdt al hoe"	"het is te zien hoe de zaak zal draaien, ik ga mij schikken naar de wending die de zaak zal nemen"	Brugs
3883	"Hij weet noch huids noch hoofds"	"iemand die zeer dwaas is"	Brugs
3884	"Er is geen pot of er past een hulleken op"	"iemand hoe slecht dan ook, vindt nog altijd een vriend; iemand hoe lelijk dan ook, vindt nog altijd iemand om mee te trouwen"	Brugs
3885	"Zijne tong slaat ijzer"	"slaat kadul, zegt men van iemand die moeilijk de woorden kan uitspreken omdat hij dronke nis"	Brugs
3886	"Een peerd haalt in"	"hij stoot in het gaan de achtervoeten tegen de voorvoeten"	Brugs
3887	"Hij heeft van het kwaad/den duivel/de duivels in"	"hij is ervan bezeten"	Brugs
3888	"Hij heeft dat in"	"het is in zijn natuur, in zijn aard"	Brugs
3889	"Hij palmt (alijd) in"	"hij maakt inbreuk op mijn gezag, op mijn rechten"	Brugs
3890	"Het jokt niet"	"gezegd van personen die, zonder haat of vijandschap te dragen, elkaar nog steeds niet genegen zijn"	Brugs
3891	"Het heeft jotjes geëten"	"hij suft"	Brugs
3892	"Ik word de vente gejund"	?	Brugs
3893	"Ik ben den penning gejund"	?	Brugs
3894	"Hij heeft nog niet anders gezien dan eene kave rooken"	"hij heeft nergens kennis van"	Brugs
3895	"Er gaat daar niet anders uit als de rook uit de kave"	"een huis waar men uitermate gierig is"	Brugs
3896	"Zij zijn in/op/door denzelfden kam geschoren"	"zij bevinden zich in dezelfde toestand, zij hebben hetzelfde karakter"	Brugs
3897	"Er is geen rechte(r kant aan)"	"iemand die altijd tegendraads is, die naar geen reden luistert, iets dat in de war is, dat moeilijk behandeld of bewerkt kan worden"	Brugs
3898	"Het zal ook wel al uw kantje waaien"	"uw beurt zal ook wel komen om iets te moeten lijden"	Brugs
3899	"Kanteerne ziet mij geerne"	"wanneer men een valling heeft die langdurig is"	Brugs
3900	"De kat komt op de koorde"	"het spel begint, is aan de gang"	Brugs
3901	"De kat gaat op de koorde dansen"	"het spel begint, is aan de gang"	Brugs
3902	"De kat is op de koorde"	"het spel begint, is aan de gang"	Brugs
3903	"Er zijn katten van zullen spreken"	"hij zal wel wachten om uw voorstel te aanvaarden, er is geen reden om te denken dat ik zal doen wat je mij vraagt of gebiedt"	Brugs
3904	"Hij zendt er zijne katte naar toe"	"hij wacht zich wel van daar te gaan"	Brugs
3905	"k wilde dat de katten uw aanzicht wieschen"	"soort van verwensing of vloekwoord"	Brugs
3906	"Het spuwt kattejongen"	"het sneeuwt met grote vlokken, het regent pijpestelen, het hagelt geweldig"	Brugs
3907	"Er vallen kattejongen"	"het sneeuwt met grote vlokken, het regent pijpestelen, het hagelt geweldig"	Brugs
3908	"Hij zit altijd in gaten waar niet te keeren is"	"hij is altijd verwikkeld in netelige zaken, waar hij moeilijk of niet uit kan raken"	Brugs
3909	"Mijn herte keert"	"ik heb er een walg, afkeer van"	Brugs
3910	"De nacht keert"	"als hij te midden is"	Brugs
3911	"De winter keert"	"als de dagen langer worden"	Brugs
3912	"Eene zieke keert"	"als zij, ten hoogste geklommen zijnde, ten goede keert"	Brugs
3913	"De duivel houdt/lucht de keerse"	"als er iets mislukt of tegenslaat"	Brugs
3914	"De/die keerse zullen uitblazen"	"hij zal de boete betalen"	Brugs
3915	"Hij trekt aan het keestje om het wortelken meê te krijgen"	"iemand die gedurig vraagt en behendig zoekt om alles te krijgen, een geheim te kennen"	Brugs
3916	"Hij peist dat keizers kat zijne nicht is, en 't en is geen vriend"	"zegt men van een trots mens"	Brugs
3917	"k en wil van de trappen niet vallen voor de keure"	"om aan te duiden dat men iets zeker is, nochtans niet zo zeker dat men het zou durven zweren"	Brugs
3918	"Het komt beneên de kinne niet"	"het is niet gemeend, niet rechtzinnig, hij toont het wel op zijn gelaat, maar het daalt niet tot in zijn hart"	Brugs
3919	"Hij is in zijn klavergers"	"hij heeft wat hij lust, hij is gelukkig"	Brugs
3920	"Een stoel staat klnke"	"als hij op onvaste planken, en bij uitbreiding, op een oneffen vloer staat en waggelt"	Brugs
3921	"Hij verstaat altijd klinkeband voor hamersteert"	"hij verstaat altijd 't één voor 't ander, hij vat het altijd verkeerd op, hij is niet snel van begrip"	Brugs
3922	"Zijne tong hangt aan lintjes/een klinksnoer"	"hij is van de tongriem gesneden, hij praat en babbelt veel en snel"	Brugs
3923	"Hier aangekomen zijn met een kloef en een schoe"	"iemand die uit armoede opgerezen is tot rijkdom"	Brugs
3924	"De kobben zullen in zijnen mond niet spinnen"	"iemand die veel praat of drinkt"	Brugs
3925	"Rijke liêns ziekte, en arme liêns koekebakte riekt men van verre"	"er wordt veel van gesproken"	Brugs
3926	"Hij komt van 't lof/zijn peters/Caneghem"	"hij weet van niets, hij kent niets van de zaak"	Brugs
3927	"Kwijt is de komenschepe"	"hij die iets wil winnen, moet iets wagen; als men in zijn onderneming mislukt, moet men het zich getroosten"	Brugs
3928	"Gaan varen is de komenschepe"	"hij die iets wil winnen, moet iets wagen; als men in zijn onderneming mislukt, moet men het zich getroosten"	Brugs
3929	"Kortmaandeken is een kwaadmaandeken"	"in februari is er vaak veel vorst en sneeuw en hagel en wind"	Brugs
3930	"De kauwen zullen altijd de kraaien verwijten"	"?een ander aanwijzen als schuldige, terwijl men zelf hetzelfde gedaan heeft"	Brugs
3931	"Het vriest dat het krekelt"	"dat het piept, dat het kraakt, met geweld"	Brugs
3932	"Hij heeft er vier in eenen krentekoeke"	"hij mist één van de vijf zinnen, hij is niet erg verstandig"	Brugs
3933	"Ik ken die kruiden niet"	"dat is een geheim voor mij, die zaak is mij onbekend, ik weet het niet te raden"	Brugs
3934	"Ge schudt met de lade"	"zegt men tegen iemand die het getal van iets al te veel vergroot, die beweert dat er veel meer zijn dan daadwerkelijk het geval is"	Brugs
3935	"Het verstand zit in de lappen niet"	"niet in de schoenen, maar in het hoofd"	Brugs
3936	"Er zijn latten aan 't huis"	"zegt men als men, op het punt staande iet ste vertellen, zich inhoudt en zwijgt, omdat er kinderen of andere personen bij zijn die men niet wil ergeren of wil inlichten over de zaak"	Brugs
3937	"Het hangt in mijn leên"	"ik voel het in mijn lijf"	Brugs
3938	"Ik heb het in/op mijn leên"	"mijn geest is er gedurig mee bezig"	Brugs
3939	"Ge zult wat lekken"	"zegt men spottend van iemand die zonder grond zich inbeeldt dat hij iets zal worden"	Brugs
3940	"Ik heb het uit mijnen mond gedorven/gespaard/onttrokken/geweigerd"	"niet opgegeten"	Brugs
3941	"Ik geef er geen linkje voor"	"het is niets waard"	Brugs
3942	"Er is look in den meersch"	"er zijn latten aan 't huis"	Brugs
3943	"De tonne loopt"	"als het bier langs de open kraan uitvloeit"	Brugs
3944	"Ge zijt beter met een luchtje voor u dan bachten u"	"het is beter aalmoesen en andere goede werken te doen terwijl men leeft, dan ze bij testament te verrichten na de dood"	Brugs
3945	"Het zal op uwen beiaard/torre luien"	"je zal een scherpe vermaning of berisping krijgen, men zal je over de hekel halen"	Brugs
3946	"Het zal op uwen torre beiaarden"	"je zal een scherpe vermaning of berisping krijgen, men zal je over de hekel halen"	Brugs
3947	"Het vlas lult"	"zeggen de boeren, als het weinig groeit op de akker, als de dikke mollige sprieteltopjes die de bloesem vatten, wellustig en dartel de ene tegen de andere leunen en neigen"	Brugs
3948	"Mijn tand luttert naar oesters/snippen"	"men is er op belust"	Brugs
3949	"k zou dat 'ne keer wilen zien, zei blinde Maaie"	"ik geloof daar niets van"	Brugs
3950	"Magerman is kok"	"zegt men als ergens een magere maaltijd wordt opgediend"	Brugs
3951	"Het maakt er niet aan"	"het doet er niet aan"	Brugs
3952	"Marsganck/magré voort gingen"	"altijd voort, zonder staan"	Brugs
3953	"Magerte is geen minke"	"zegt iemand die zich van zijn magerheid veschoont"	Brugs
3954	"Het geeft daartoe geene moete nu"	"er is nu geen tijd daarvoor"	Brugs
3955	"Zijne muil is verlind"	"sprekend van iemand die zeer hete spijs of drank kan nemen"	Brugs
3956	"De muizen eten geen dagen"	"wij mogen de tijd afwachten, er is geen schade bij dat wij een koop of verkoop uitstellen"	Brugs
3957	"Branden verhuist nauw"	"waar een huis afbrandt, blijft er weinig over; wiens woning afbrandt, heeft weinig te verhuizen"	Brugs
3958	"Het geeft van Nijken"	"zegt men als het geweldig waait, regent of hagelt"	Brugs
3959	"Het gaat nipte"	"zegt men bijvoorbeeld in het kaartspel, in een verkiezing, enzovoort, als beide partijen op het punt staan te winnen"	Brugs
3960	"Mijn moed komt vul"	"mijn hart wordt bewogen"	Brugs
3961	"Die zeere loopt, is gauwe moê"	"is het tegenovergestelde van 'voetje voor voetje gaat men ver'"	Brugs
3962	"Het is daar alsanne oegst en goê vrijdag"	"men moet bij die meester altijd veel arbeiden zoals in oogsttijd en men krijgt er maar slechte kost en mager voedsel zoals op Goede Vrijdag"	Brugs
3963	"Hij slacht de hennen in den oegst"	"zegt men van iemand die zo naarstig met iets bezig is dat hij niet hoort of ziet wat er om hem heen gebeurt; zegt men van iemand die door voorspoed verblind, niet naar iemands raad luisteren wil en denkt dat niets hem kan deren"	Brugs
3964	"Ik geef er geen oordje voor"	"het is niets waard"	Brugs
3965	"De olie komt altijd boven"	"zegt men, bij gelijkenis, sprekende van de waarheid die altijd eindigt in een gevoel van trots"	Brugs
3966	"Het lijnzaad schiet zijn oliebrood"	"zegt men als het begint te bederven"	Brugs
3967	"Zwart op wit onthoudt wel"	"hetgeen men op het papier aantekent, wordt niet vergeten"	Brugs
3968	"Hij spelt zijn geld met twee letters"	"hij heeft geen geld meer, het is allemaal op"	Brugs
3969	"Hij is er van opgefaarsd"	"wordt gezegd van iemand die geheel in een gedachte verzonken is, die er helemaal vol van is (van een gevoel dat hij moet uitdrukken)"	Brugs
3970	"Het huis hief op van 't volk"	"zegt men om aan te duiden dat er uitermate veel volk in huis was"	Brugs
3971	"Dat zal u opkomen"	"dat zal u berouwen, je zult het bloeden, beklagen"	Brugs
3972	"Dat ligt mij oppers"	"dat ligt mij boven, dat beheerst al mijn gedachten, daar denk ik voortdurend aan, dat kan ik niet wegstoppen"	Brugs
3973	"De maag smijt op"	"als er zuurheid opbreekt in de keel"	Brugs
3974	"De vorst smijt op"	"als het weer warm en dooiende is, maar de oppervlakte van de grond toch nog bevroren is, omdat de kou in de aarde blijft"	Brugs
3975	"Het loopt over"	"het gaat te ver, meest sprekende van een vriendschap of een liefde die buiten de palen van de redelijk gaat en in het algemeen niet voort blijft duren"	Brugs
3976	"Dat gaapt (zoo wijd) als een over"	"dat is zonneklaar, dat is tastbaar"	Brugs
3977	"Het werk is over"	"de taak is af"	Brugs
3978	"De paling reedt/braadt zich zelven/zijn eigen"	"wordt in zijn eigen vet gebraden zonder dat er boter bij nodig is"	Brugs
