sentence_id	original	translation	gloss	grammaticality	sentence_answerset_id	sentence_strategy_id
1437	"Ik geef toe dat ik vaak in zijn rug schiet."			%	Loois	1188
1438	"Ik geef toe dat ik hem vaak in zijn rug schiet."			%	Loois	1188
1439	"Wel, in de rug schiet ik hem zeker vaak."			%	Loois	1188
1440	"Hij kan niet uit zijn voeten."			*	Loois	1200
1441	"Amai, uit de voeten kan hij zeker niet."			%	Loois	1200
1442	"Het is van het camion gevallen geweest."			%	Loois	1243
1443	"Het viel van het camion."			%	Loois	1243
1444	"Amai, van het camion is het zeker gevallen."			%	Loois	1243
1445	"Gisterenavond heeft de eerste minister de vuile was buiten gezet, en vandaag gaan de andere politici die vuile was buiten zetten."			%	Loois	1256
1446	"Hij heeft de geheime was buiten gezet."			*	Loois	1256
1447	"De politicus gaat een vuile was buiten zetten."			%	Loois	1256
1448	"Hij heeft de vieze was buiten gezet."			%	Loois	1256
1449	"De vuile was is buiten gezet (door hem)."			%	Loois	1256
1450	"Gisterenavond heeft de eerste minister de vuile was buiten gezet, en vandaag gaan de andere politici hun vuile was buiten zetten."			ok	Loois	1256
1451	"Hij is een heel eerlijke politicus. Hij zet alle vuile was buiten."			%	Loois	1256
1452	"Amai, buiten heeft hij de vuile was zeker gezet."			%	Loois	1256
1453	"Amai, de vuile was heeft hij zeker buiten gezet."			%	Loois	1256
1454	"Je mag een oude aap geen smul leren trekken."			%	Loois	1258
1455	"Je kan een oude aap geen smul leren trekken."			%	Loois	1258
1456	"Je wil een oude aap geen smul leren trekken?"			%	Loois	1258
1457	"Je zou een oude aap geen smul leren trekken."			%	Loois	1258
1458	"Een oude aap moet geen smul geleerd worden/zijn (om) te trekken."			*	Loois	1258
1459	"Je zal/gaat een oude aap geen smul leren trekken."			%	Loois	1258
1460	"Je leert een oude aap geen smul (te) trekken."			%	Loois	1258
1461	"Een oude aap moet je geen smul leren trekken."			ok	Loois	1258
1462	"Het werd/is in hun broek gedaan."			*	Loois	1272
1463	"Ze doen het in hun broek."			ok	Loois	1272
1464	"Amai, in hun broek deden ze het zeker."			*	Loois	1272
1465	"Hij loopt hem de benen onder zijn gat uit."			*	Loois	1278
1466	"Hij loopt hem de benen onder het gat uit."			*	Loois	1278
1467	"Hij loopt de benen onder het gat uit."			*	Loois	1278
1468	"Hij loopt zijn benen onder zijn gat uit."			ok	Loois	1278
1469	"Hij loopt zijn benen onder het gat uit."			*	Loois	1278
1470	"Wel, de benen heeft hij zeker onder zijn gat uit gelopen."			*	Loois	1278
1471	"Wel, de benen onder zijn gat heeft hij zeker uit gelopen."			*	Loois	1278
1472	"Wel, onder zijn gat heeft hij de benen zeker uit gelopen."			*	Loois	1278
1473	"Ik ga de tanden uit zijn bek/bakkes slagen."			%	Loois	1279
1474	"Ik ga de tanden uit de bek/bakkes slagen."			*	Loois	1279
1475	"Ik ga zijn tanden uit zijn bek/bakkes slagen."			%	Loois	1279
1476	"Ik ga zijn tanden uit de bek/bakkes slagen."			*	Loois	1279
1477	"Ik ga hem de tanden uit de bek/bakkes slagen."			*	Loois	1279
1478	"Ik ga hem zijn tanden uit zijn bek/bakkes slagen."			ok	Loois	1279
1479	"Ik ga hem zijn tanden uit de bek/bakkes slagen."			%	Loois	1279
1480	"Wel, de tanden ga ik hem zeker uit zijn bek/bakkes slagen."			*	Loois	1279
1481	"Wel, de tanden uit zijn bek/bakkes ga ik hem zeker slagen."			*	Loois	1279
1482	"Wel, uit zijn bek/bakkes ga ik hem de tanden zeker slagen."			*	Loois	1279
1483	"Zijn kap is over de haag gesmeten."			%	Loois	1295
1484	"Hij heeft zijn kap over de haag gesmeten gehad."			%	Loois	1295
1485	"Hij smeet zijn kap over de haag."			%	Loois	1295
1486	"Amai, zijn kap heeft hij zeker over de haag gesmeten."			%	Loois	1295
1487	"Amai, over de haag heeft hij zijn kap zeker gesmeten."			*	Loois	1295
1488	"Er is/werd rap op zijn paard gezeten."			*	Loois	1312
1489	"Hij zat rap op zijn paard."			ok	Loois	1312
1490	"Amai, rap zit hij zeker op zijn paard."			*	Loois	1312
1491	"Amai, rap op zijn paard zit hij zeker."			*	Loois	1312
1492	"Amai, op zijn paard zit hij zeker rap."			*	Loois	1312
1493	"Ze hebben (rap) op zijn tenen getrapt."			%	Loois	1313
1494	"Hij werd (rap) op zijn tenen getrapt."			%	Loois	1313
1495	"Ja, rap is hij zeker op zijn tenen getrapt."			*	Loois	1313
1496	"Ja, rap op zijn tenen is hij zeker getrapt."			%	Loois	1313
1497	"Ja, op zijn tenen is hij zeker rap getrapt."			*	Loois	1313
1498	"Ze staan al te zingen."			ok	Loois	1320
1499	"Er werd al gezongen door hen."			ok	Loois	1320
1500	"Ze hebben al gezongen."			*	Loois	1320
1501	"Ze zongen al."			ok	Loois	1320
1502	"Hier is geen kat."			ok	Loois	1324
1503	"Amai, geen kat was er zeker."			*	Loois	1324
1504	"Hij gaat zijn gat varen."			%	Loois	1325
1505	"Zijn nieuw werk in Brussel zal zijn gat varen."			ok	Loois	1325
1506	"Zijn gat zal gevaard (of gevaren?) worden/zijn."			*	Loois	1325
1507	"Hij vaart zijn gat nog wel eens."			*	Loois	1325
1508	"Amai, zijn gat zal het zeker varen."			%	Loois	1325
1509	"Gisterenavond heeft mijn vader het kind uitgehangen, en vanavond gaat mijn broer dat kind uithangen."			*	Wambeeks	1329
1510	"Hij hangt het onnozele kind uit."			%	Wambeeks	1329
1511	"Gisterenavond heeft hij een kind uitgehangen."			*	Wambeeks	1329
1512	"Hij hangt het kleine kind uit."			ok	Wambeeks	1329
1513	"Het kind is uitgehangen (door hem)."			*	Wambeeks	1329
1514	"Gisterenavond heeft mijn vader het kind uitgehangen, en vanavond gaat mijn broer zijn kind uithangen."			*	Wambeeks	1329
1515	"Of we bij familie zijn, of op bezoek bij vrienden, of op café, het maakt niet uit. Hij hangt ieder kind uit."			*	Wambeeks	1329
1516	"Amai, het kind gaat hij zeker uithangen."			*	Wambeeks	1329
1517	"Gisteren heeft mijn vader de riem afgelegd, en morgen gaat mijn nonkel die riem afleggen."			*	Wambeeks	1330
1518	"Ze leggen de vermoeiende riem af."			*	Wambeeks	1330
1519	"Ik ga een riem afleggen."			*	Wambeeks	1330
1520	"Ze legden de brede riem af."			*	Wambeeks	1330
1521	"De riem is afgelegd."			?*	Wambeeks	1330
1522	"Gisteren heeft mijn vader de riem afgelegd, en morgen gaat mijn nonkel zijn riem afleggen."			%	Wambeeks	1330
1523	"Kom jongens, het is tijd om te pauzeren. Laten we iedere riem afleggen."			*	Wambeeks	1330
1524	"Ja, de riem gaan ze zeker allemaal nu afleggen."			%	Wambeeks	1330
1525	"Gisterenavond heeft mijn vader de biëst/het varken uitgehangen, en vanavond gaat mijn broer die biëst/dat varken uithangen."			*	Wambeeks	1333
1526	"Hij hangt de wrieé biëst uit."			%	Wambeeks	1333
1527	"Gisterenavond heeft hij een biëst/varken uitgehangen."			*	Wambeeks	1333
1528	"Hij hangt de vuile biëst uit."			%	Wambeeks	1333
1529	"De biëst is uitgehangen (door hem)."			*	Wambeeks	1333
1530	"Gisterenavond heeft mijn vader de biëst/het varken uitgehangen, en vanavond gaat mijn broer zijn biëst/varken uithangen."			*	Wambeeks	1333
1531	"Op café, op een trouwfeest, na een voetbalmatch, het maakt niet uit. Hij hangt ieder(e) biëst/varken uit."			*	Wambeeks	1333
1532	"Amai, de biëst gaat hij zeker uithangen."			%	Wambeeks	1333
1533	"Gisteren droeg mijn vrouw de broek, maar vandaag draag ik die broek."			*	Wambeeks	1334
1534	"De broek wordt gedragen (door mijn vrouw)."			%	Wambeeks	1334
1535	"Ze draagt de strenge broek."			*	Wambeeks	1334
1536	"Zij wil altijd een broek dragen."			*	Wambeeks	1334
1537	"Ze draagt de mooiste broek."			*	Wambeeks	1334
1538	"Gisterenavond heeft mijn vader het kind uitgehangen, en vanavond gaat mijn broer zijn kind uithangen."			*	Wambeeks	1334
1539	"Of we bij familie zijn, of op bezoek bij vrienden, of op café, het maakt niet uit. Hij hangt ieder kind uit."			*	Wambeeks	1334
1540	"Amai, de broek draagt ze zeker."			%	Wambeeks	1334
1541	"Gisterenavond had mijn vader een bees op, en morgen gaat mijn broer de bees ophebben."			*	Wambeeks	1339
1542	"Gisterenavond had mijn vader een bees op, en morgen gaat mijn broer die bees ophebben."			*	Wambeeks	1339
1543	"Hij heeft wel een zotte bees op"			*	Wambeeks	1339
1544	"Hij heeft wel een wrieé bees op."			%	Wambeeks	1339
1545	"Een bees is opgehad (door hem)."			*	Wambeeks	1339
1546	"Gisterenavond had mijn vader een bees op, en morgen gaat mijn broer zijn bees ophebben."			*	Wambeeks	1339
1547	"Mijn broer is een alcoholist. Elke dag heeft hij iedere bees op."			*	Wambeeks	1339
1548	"Amai, een bees heeft hij zeker op."			%	Wambeeks	1339
1549	"Ik ben weer de doef/boenk gegaan."			*	Wambeeks	1341
1550	"Vorige week is mijn vader een doef/boenk gegaan, en gisterenavond is mijn mama die boenk gegaan."			*	Wambeeks	1341
1551	"Hij is een onverwachte doef/boenk gegaan."			%	Wambeeks	1341
1552	"Hij is een wrieé doef/boenk gegaan."			ok	Wambeeks	1341
1553	"Een doef/boenk is gegaan (door hem)."			*	Wambeeks	1341
1554	"Vorige week is mijn vader een doef/boenk gegaan, en gisterenavond is mijn mama haar boenk gegaan."			*	Wambeeks	1341
1555	"Mijn vader is heel lomp. Telkens wanneer hij de trap af wil komen: gaat hij iedere doef/boenk."			*	Wambeeks	1341
1556	"Amai, een doef/boenk is hij zeker gegaan."			%	Wambeeks	1341
1557	"Ik heb weer de kemel geschoten."			*	Wambeeks	1344
1558	"Vorige week heeft mijn broer weer een kemel geschoten op het werk, en gisteren heb ik die kemel geschoten."			*	Wambeeks	1344
1559	"Hij heeft een stomme kemel geschoten."			%	Wambeeks	1344
1560	"Hij heeft een wrieé kemel geschoten."			ok	Wambeeks	1344
1561	"Er is een (wrieé) kemel geschoten (door hem)."			%	Wambeeks	1344
1562	"Vorige week heeft mijn broer weer een kemel geschoten op het werk, en gisteren heb ik mijn kemel geschoten."			*	Wambeeks	1344
1563	"Ik heb zoveel stomme dingen gedaan gisteren. Thuis, op het werk, het maakt niet uit. Ik heb iedere kemel geschoten."			*	Wambeeks	1344
1564	"Amai, een kemel heeft hij zeker geschoten."			%	Wambeeks	1344
1565	"Kom. Laten we er de boenk opgeven."			*	Wambeeks	1345
1566	"Gisteren heeft mijn papa er weer een boenk op gegeven, en morgen gaat mijn broer er die boenk opgeven."			*	Wambeeks	1345
1567	"Er moet een boenk op gegeven worden vanavond."			%	Wambeeks	1345
1568	"Laten we er een zotte boenk op geven vanavond."			*	Wambeeks	1345
1569	"Laten we er een dikke boenk op geven vanavond."			ok	Wambeeks	1345
1570	"Gisteren heeft mijn papa er weer een boenk op gegeven, en morgen gaat mijn broer er zijn boenk opgeven"			*	Wambeeks	1345
1571	"Mijn broer wil elke avond gaan feesten. Hij wil er iedere boenk op geven."			*	Wambeeks	1345
1572	"Kom, een boenk moeten we er zeker op geven vanavond."			*	Wambeeks	1345
1573	"ik zal mijn schop/spade afkuisen."			%	Wambeeks	1352
1574	"Mijn schop/spade gaat afgekuist worden."			*	Wambeeks	1352
1575	"Ik kuis mijn schop/spade af."			ok	Wambeeks	1352
1576	"Amai, mijn schop/spade ga ik zeker afkuisen."			%	Wambeeks	1352
1577	"Zijn peren zijn gezien (door hem)."			*	Wambeeks	1353
1578	"Hij zag zijn peren."			%	Wambeeks	1353
1579	"Amai, zijn peren heeft hij zeker gezien."			%	Wambeeks	1353
1580	"Hij moet zijn hemd weggeven."			*	Wambeeks	1357
1581	"Hij kan zijn hemd weggeven."			*	Wambeeks	1357
1582	"Hij wil zijn hemd weggeven."			*	Wambeeks	1357
1583	"Hij zal/gaat zijn hemd weggeven."			%	Wambeeks	1357
1584	"Hij geeft zijn hemd weg."			%	Wambeeks	1357
1585	"Zijn hemd zou weggegeven zijn."			*	Wambeeks	1357
1586	"Zijn hemd zou hij zeker weggeven."			%	Wambeeks	1357
1587	"Je mag je kop uitwerken."			%	Wambeeks	1363
1588	"Je kan je kop uitwerken."			%	Wambeeks	1363
1589	"Wil je je kop uitwerken?"			ok	Wambeeks	1363
1590	"Je zou je kop uitwerken."			%	Wambeeks	1363
1591	"Je zal/gaat je kop uitwerken."			ok	Wambeeks	1363
1592	"Je werkt je kop uit."			ok	Wambeeks	1363
1593	"Je kop moet uitgewerkt zijn."			%	Wambeeks	1363
1594	"Ja, zijn kop moet hij zeker uitwerken."			%	Wambeeks	1363
1595	"Hij gaat/zal zijn tenen moeten uitkuisen."			%	Wambeeks	1368
1596	"Zijn tenen zullen moeten uitgekuist worden."			*	Wambeeks	1368
1597	"Je moet je tenen uitkuisen."			%	Wambeeks	1368
1598	"Ja, zijn tenen zal hij zeker moeten uitkuisen."			%	Wambeeks	1368
1599	"Een wrieé blad hebben."			%	Wambeeks	1374
1600	"Typisch, mijn mama heeft weer het grote blad."			*	Wambeeks	1374
1601	"Gisteren had mijn mama weer een groot blad, en morgen gaat mijn zus dat grote blad hebben."			*	Wambeeks	1374
1602	"Een groot blad is gehad (door hem)."			*	Wambeeks	1374
1603	"Gisteren had mijn mama weer een groot blad, en morgen gaat mijn zus haar grote blad hebben."			*	Wambeeks	1374
1604	"Thuis, op school, op het werk. Het maakt niet uit. Mijn zus heeft ieder groot blad."			*	Wambeeks	1374
1605	"Amai, een groot blad heeft hij zeker."			ok	Wambeeks	1374
1606	"Hij ligt/zit weer te vijlen/zagen."			ok	Wambeeks	1383
1607	"Er is daar weer (wrieé) gevijld/gezaagd."			%	Wambeeks	1383
1608	"Hij heeft (weer) gevijld/gezaagd."			%	Wambeeks	1383
1609	"Hij vijlt/zaagt altijd."			ok	Wambeeks	1383
1610	"Je mag niet van de wind/hemelse dauw alleen leven."			%	Wambeeks	1385
1611	"Hij wil niet van de wind/hemelse dauw alleen leven."			%	Wambeeks	1385
1612	"Je zou niet van de wind/hemelse dauw alleen leven."			%	Wambeeks	1385
1613	"Er kon niet van de wind/hemelse dauw alleen geleefd worden."			%	Wambeeks	1385
1614	"Je zal/gaat niet van de wind/hemelse dauw alleen leven."			%	Wambeeks	1385
1615	"Hij leefde niet van de wind/hemelse dauw alleen."			%	Wambeeks	1385
1616	"Van de wind/hemelse dauw alleen kon je zeker niet leven."			ok	Wambeeks	1385
1617	"Je kan niet van de wind/hemelse dauw alleen leven."			ok	Wambeeks	1385
1618	"Je moet op je kop staan."			*	Wambeeks	1390
1619	"Je kan op je kop staan."			ok	Wambeeks	1390
1620	"Wil je op je kop staan?"			%	Wambeeks	1390
1621	"Je zou op je kop staan."			*	Wambeeks	1390
1622	"Er mag op zijn kop gestaan worden."			*	Wambeeks	1390
1623	"Je zal/gaat wel op je kop staan."			%	Wambeeks	1390
1624	"Je staat op je kop (en toch verandert er niets)."			%	Wambeeks	1390
1625	"Ja, op zijn kop mag hij zeker staan."			%	Wambeeks	1390
1626	"Ik zal dat niet aan je neus hangen."			*	Wambeeks	1391
1627	"Het zal niet aan je neus gehangen worden."			ok	Wambeeks	1391
1628	"Ik hang dat niet aan je neus."			ok	Wambeeks	1391
1629	"Sorry, maar aan je neus gaat ze het niet hangen."			ok	Wambeeks	1391
1630	"Ik geef toe dat ik vaak achter zijn gat spreek/klap."			ok	Wambeeks	1392
1631	"Amai, achter het gat spreek/klap ik wel vaak."			%	Wambeeks	1392
1632	"Er werd weer moet mijn voeten gespeeld."			ok	Wambeeks	1396
1633	"Ze speelden met mijn voeten."			ok	Wambeeks	1396
1634	"Amai, met mijn voeten spelen ze zeker."			%	Wambeeks	1396
1635	"Hij spuwt/spiëkt in zijn handen."			%	Wambeeks	1408
1636	"Wel, in de handen gaan we zeker spuwen/spiëken."			*	Wambeeks	1408
1637	"Ik moet niet graag in die zijn schoenen staan."			*	Wambeeks	1428
1638	"Ik kan niet graag in die zijn schoenen staan."			*	Wambeeks	1428
1639	"Ik wil niet graag in die zijn schoenen staan."			%	Wambeeks	1428
1640	"Er zou niet graag in die zijn schoenen gestaan worden."			*	Wambeeks	1428
1641	"Ik zal/ga niet graag in die zijn schoenen staan."			%	Wambeeks	1428
1642	"Ik sta niet graag in die zijn schoenen."			%	Wambeeks	1428
1643	"Nee, in die zijn schoenen zou ik niet graag staan."			%	Wambeeks	1428
1644	"Ik bijt de neus af."			%	Wambeeks	1445
1645	"Ik bijt zijn neus af."			%	Wambeeks	1445
1646	"Ik bijt hem zijn neus af."			%	Wambeeks	1445
1647	"Wel, de neus ga ik hem zeker afbijten."			*	Wambeeks	1445
1648	"Ik ga wat meer achter Jan zijn luie gat zitten."			ok	Wambeeks	1452
1649	"Ik ga wat meer achter het luie gat van Jan zitten."			%	Wambeeks	1452
1650	"Ik ga wat meer achter Jan's luie gat zitten."			%	Wambeeks	1452
1651	"Ik ga de prang op de neus zetten."			ok	Wambeeks	1461
1652	"Ik ga de prang op zijn neus zetten."			*	Wambeeks	1461
1653	"Ik ga hem de prang op zijn neus zetten."			*	Wambeeks	1461
1654	"Wel, de prang ga ik hem zeker op de neus zetten."			*	Wambeeks	1461
1655	"Wel, de prang op de neus ga ik hem zeker zetten."			*	Wambeeks	1461
1656	"Wel, op de neus ga ik hem de prang zeker zetten."			*	Wambeeks	1461
1657	"Hij loopt hem de benen van onder het gat."			*	Wambeeks	1466
1658	"Hij loopt de benen van onder het gat."			%	Wambeeks	1466
1659	"Hij loopt zijn benen van onder zijn gat."			%	Wambeeks	1466
1660	"Wel, de benen heeft hij zeker van onder zijn gat gelopen."			%	Wambeeks	1466
1661	"Wel, de benen van onder zijn gat heeft hij zeker gelopen."			%	Wambeeks	1466
1662	"Wel, van onder zijn gat heeft hij de benen zeker gelopen."			*	Wambeeks	1466
1663	"Er werd daar een slag op zijn ketel/van de molen gekregen."			*	Wambeeks	1480
1664	"Hij kreeg een slag op zijn ketel/van de molen."			%	Wambeeks	1480
1665	"Amai, een slag op zijn ketel/van de molen heeft hij zeker gekregen."			%	Wambeeks	1480
1666	"Hij moet hoger schijten dan zijn gat."			*	Wambeeks	1509
1667	"Hij kan hoger schijten dan zijn gat."			%	Wambeeks	1509
1668	"Hij zou hoger schijten dan zijn gat."			%	Wambeeks	1509
1669	"Hij zal/gaat hoger schijten dan zijn gat."			%	Wambeeks	1509
1670	"Hij schijt hoger dan zijn gat."			%	Wambeeks	1509
1671	"Er is hoger gescheten dan zijn gat."			*	Wambeeks	1509
1672	"Amai, hoger dan zijn gat wil hij altijd schijten."			%	Wambeeks	1509
1673	"Die whisky heeft mij goed behangen/getapiseerd."			%	Wambeeks	1513
1674	"Ik werd goed behangen/getapiseerd."			*	Wambeeks	1513
1675	"Ja, goed behangen/getapiseerd is hij zeker."			%	Wambeeks	1513
1676	"De nieuwe regels hebben mijn handen gebonden"			%	Wambeeks	1515
1677	"Mijn handen werden gebonden."			%	Wambeeks	1515
1678	"Zijn paraplu is toe gegaan."			*	Wambeeks	1516
1679	"Zijn paraplu was toe."			ok	Wambeeks	1516
1680	"Toe is zijn paraplu."			*	Wambeeks	1516
1681	"A eet diejen heif opgeiten."			*	Aalsters	1602
1682	"A eet den echten heif opgeiten."			*	Aalsters	1602
1683	"A eet nen heif opgeiten."			*	Aalsters	1602
1684	"A eet den lesten heif opgeiten."			*	Aalsters	1602
1685	"Den heif es opgeiten geweest deer em."			*	Aalsters	1602
1686	"A heit zennen heif opgeiten."			*	Aalsters	1602
1687	"A heit iederen heif opgeiten."			*	Aalsters	1602
1688	"Den heif eet'n (oi) opgeiten."			*	Aalsters	1602
1689	"Den heif wierd opgeiten deer menne collega noo doi stommetoit."			*	Aalsters	1602
1690	"A at den heif op."			*	Aalsters	1602
1691	"A mag de streng ni te rap aftrekken."			*	Aalsters	1606
1692	"A kaan de streng ni te rap aftrekken."			*	Aalsters	1606
1693	"A wiltj de streng ni te rap aftrekken."			*	Aalsters	1606
1694	"A zol de string ni te rap afgetrokken emmen."			*	Aalsters	1606
1695	"Ge trok / a trok de streng ni te rap af."			*	Aalsters	1606
1696	"Ik zal/goon de streng ni te rap aftrekken."			*	Aalsters	1606
1697	"De streng moet'n zeiker ni te rap aftrekken!"			*	Aalsters	1606
1698	"A moet/mag den tol zelfs ni mir betolen."			*	Aalsters	1608
1699	"A wiltj den tol zelfs ni mir betolen."			*	Aalsters	1608
1700	"A zol den tol zelfs ni mir betolld emmen."			ok	Aalsters	1608
1701	"Den tol wierd/es zelfs ni mir betoold (deer men broer)."			ok	Aalsters	1608
1702	"A betoltj/betoldjen den tol zelfs ni mir."			ok	Aalsters	1608
1703	"A zol/goot den tol zelfs ni mir betolen."			ok	Aalsters	1608
1704	"Amai, den tol kaan'n zeiker zelfs ni mir betolen."			ok	Aalsters	1608
1705	"A kaan diejen wereld."			*	Aalsters	1610
1706	"De wereld werdt gekost deer menne zoeng."			*	Aalsters	1610
1707	"A kaan de sjieke wereld."			*	Aalsters	1610
1708	"A kaan ne wereld."			*	Aalsters	1610
1709	"A kaan gielj de wereld."			*	Aalsters	1610
1710	"A kaan zenne wereld."			%	Aalsters	1610
1711	"A kaan iedere wereld."			%	Aalsters	1610
1712	"Ja, de wereld kaan'n zeiker."			*	Aalsters	1610
1713	"Ieder joor op da congres schiet Piet ne metten/keimel, mor deis joor schiet Jan de metten/keimel."			%	Aalsters	1626
1714	"Ieder joor op da congres schiet Piet dezelfde metten/keimel, mor deis joor schiet Jan diejen metten/keimel."			%	Aalsters	1626
